date,home_team,away_team,home_score,away_score,tournament
11/19/2019,Kyrgyzstan,Tajikistan,1,1,FIFA World Cup qualification
11/19/2019,Vietnam,Thailand,0,0,FIFA World Cup qualification
11/19/2019,Malaysia,Indonesia,2,0,FIFA World Cup qualification
11/19/2019,Turkmenistan,Sri Lanka,2,0,FIFA World Cup qualification
11/19/2019,Lebanon,North Korea,0,0,FIFA World Cup qualification
11/21/2019,Guatemala,Antigua and Barbuda,8,0,Friendly
11/26/2019,Qatar,Iraq,1,2,Gulf Cup
11/26/2019,United Arab Emirates,Yemen,3,0,Gulf Cup
11/27/2019,Oman,Bahrain,0,0,Gulf Cup
11/27/2019,Saudi Arabia,Kuwait,1,3,Gulf Cup
11/29/2019,United Arab Emirates,Iraq,0,2,Gulf Cup
11/29/2019,Qatar,Yemen,6,0,Gulf Cup
11/30/2019,Kuwait,Oman,1,2,Gulf Cup
11/30/2019,Bahrain,Saudi Arabia,0,2,Gulf Cup
12/2/2019,Qatar,United Arab Emirates,4,2,Gulf Cup
12/2/2019,Yemen,Iraq,0,0,Gulf Cup
12/2/2019,Kuwait,Bahrain,2,4,Gulf Cup
12/2/2019,Oman,Saudi Arabia,1,3,Gulf Cup
12/5/2019,Iraq,Bahrain,2,2,Gulf Cup
12/5/2019,Qatar,Saudi Arabia,0,1,Gulf Cup
12/8/2019,Bahrain,Saudi Arabia,1,0,Gulf Cup
12/10/2019,China PR,Japan,1,2,EAFF Championship
12/11/2019,South Korea,Hong Kong,2,0,EAFF Championship
12/14/2019,Japan,Hong Kong,5,0,EAFF Championship
12/15/2019,South Korea,China PR,1,0,EAFF Championship
12/18/2019,Hong Kong,China PR,0,2,EAFF Championship
12/18/2019,South Korea,Japan,1,0,EAFF Championship
1/7/2020,Barbados,Canada,1,4,Friendly
1/9/2020,Moldova,Sweden,0,1,Friendly
1/10/2020,Barbados,Canada,1,4,Friendly
1/12/2020,Kosovo,Sweden,0,1,Friendly
1/15/2020,Canada,Iceland,0,1,Friendly
1/19/2020,El Salvador,Iceland,0,1,Friendly
2/1/2020,United States,Costa Rica,1,0,Friendly
9/3/2020,Germany,Spain,1,1,UEFA Nations League
9/3/2020,Ukraine,Switzerland,2,1,UEFA Nations League
9/3/2020,Russia,Serbia,3,1,UEFA Nations League
9/3/2020,Turkey,Hungary,0,1,UEFA Nations League
9/3/2020,Bulgaria,Republic of Ireland,1,1,UEFA Nations League
9/3/2020,Finland,Wales,0,1,UEFA Nations League
9/3/2020,Moldova,Kosovo,1,1,UEFA Nations League
9/3/2020,Slovenia,Greece,0,0,UEFA Nations League
9/3/2020,Latvia,Andorra,0,0,UEFA Nations League
9/3/2020,Faroe Islands,Malta,3,2,UEFA Nations League
9/4/2020,Italy,Bosnia and Herzegovina,1,1,UEFA Nations League
9/4/2020,Netherlands,Poland,1,0,UEFA Nations League
9/4/2020,Norway,Austria,1,2,UEFA Nations League
9/4/2020,Romania,Northern Ireland,1,1,UEFA Nations League
9/4/2020,Scotland,Israel,1,1,UEFA Nations League
9/4/2020,Slovakia,Czech Republic,1,3,UEFA Nations League
9/4/2020,Lithuania,Kazakhstan,0,2,UEFA Nations League
9/4/2020,Belarus,Albania,0,2,UEFA Nations League
9/5/2020,Iceland,England,0,1,UEFA Nations League
9/5/2020,Denmark,Belgium,0,2,UEFA Nations League
9/5/2020,Portugal,Croatia,4,1,UEFA Nations League
9/5/2020,Sweden,France,0,1,UEFA Nations League
9/5/2020,Cyprus,Montenegro,0,2,UEFA Nations League
9/5/2020,Azerbaijan,Luxembourg,1,2,UEFA Nations League
9/5/2020,North Macedonia,Armenia,2,1,UEFA Nations League
9/5/2020,Estonia,Georgia,0,1,UEFA Nations League
9/5/2020,Gibraltar,San Marino,1,0,UEFA Nations League
9/6/2020,Spain,Ukraine,4,0,UEFA Nations League
9/6/2020,Switzerland,Germany,1,1,UEFA Nations League
9/6/2020,Hungary,Russia,2,3,UEFA Nations League
9/6/2020,Serbia,Turkey,0,0,UEFA Nations League
9/6/2020,Wales,Bulgaria,1,0,UEFA Nations League
9/6/2020,Republic of Ireland,Finland,0,1,UEFA Nations League
9/6/2020,Slovenia,Moldova,1,0,UEFA Nations League
9/6/2020,Kosovo,Greece,1,2,UEFA Nations League
9/6/2020,Andorra,Faroe Islands,0,1,UEFA Nations League
9/6/2020,Malta,Latvia,1,1,UEFA Nations League
9/7/2020,Bosnia and Herzegovina,Poland,1,2,UEFA Nations League
9/7/2020,Netherlands,Italy,0,1,UEFA Nations League
9/7/2020,Northern Ireland,Norway,1,5,UEFA Nations League
9/7/2020,Austria,Romania,2,3,UEFA Nations League
9/7/2020,Czech Republic,Scotland,1,2,UEFA Nations League
9/7/2020,Israel,Slovakia,1,1,UEFA Nations League
9/7/2020,Kazakhstan,Belarus,1,2,UEFA Nations League
9/7/2020,Albania,Lithuania,0,1,UEFA Nations League
9/8/2020,Belgium,Iceland,5,1,UEFA Nations League
9/8/2020,Denmark,England,0,0,UEFA Nations League
9/8/2020,France,Croatia,4,2,UEFA Nations League
9/8/2020,Sweden,Portugal,0,2,UEFA Nations League
9/8/2020,Luxembourg,Montenegro,0,1,UEFA Nations League
9/8/2020,Cyprus,Azerbaijan,0,1,UEFA Nations League
9/8/2020,Armenia,Estonia,2,0,UEFA Nations League
9/8/2020,Georgia,North Macedonia,1,1,UEFA Nations League
9/8/2020,San Marino,Liechtenstein,0,2,UEFA Nations League
10/6/2020,Nicaragua,Guatemala,0,0,Friendly
10/7/2020,Andorra,Cape Verde,1,2,Friendly
10/7/2020,Austria,Greece,2,1,Friendly
10/7/2020,Cyprus,Czech Republic,1,2,Friendly
10/7/2020,Denmark,Faroe Islands,4,0,Friendly
10/7/2020,Estonia,Lithuania,1,3,Friendly
10/7/2020,France,Ukraine,7,1,Friendly
10/7/2020,Germany,Turkey,3,3,Friendly
10/7/2020,Italy,Moldova,6,0,Friendly
10/7/2020,Luxembourg,Liechtenstein,1,2,Friendly
10/7/2020,Malta,Gibraltar,2,0,Friendly
10/7/2020,Montenegro,Latvia,1,1,Friendly
10/7/2020,Netherlands,Mexico,0,1,Friendly
10/7/2020,Poland,Finland,5,1,Friendly
10/7/2020,Portugal,Spain,0,0,Friendly
10/7/2020,Slovenia,San Marino,4,0,Friendly
10/7/2020,Switzerland,Croatia,1,2,Friendly
10/7/2020,Zambia,Malawi,1,0,Friendly
10/8/2020,Belgium,Ivory Coast,1,1,Friendly
10/8/2020,England,Wales,3,0,Friendly
10/8/2020,Russia,Sweden,1,2,Friendly
10/8/2020,South Africa,Namibia,1,1,Friendly
10/8/2020,Uzbekistan,Iran,1,2,Friendly
10/8/2020,Paraguay,Peru,2,2,FIFA World Cup qualification
10/8/2020,Uruguay,Chile,2,1,FIFA World Cup qualification
10/8/2020,Argentina,Ecuador,1,0,FIFA World Cup qualification
10/8/2020,Iceland,Romania,2,1,UEFA Euro qualification
10/8/2020,Bulgaria,Hungary,1,3,UEFA Euro qualification
10/8/2020,Bosnia and Herzegovina,Northern Ireland,1,1,UEFA Euro qualification
10/8/2020,Slovakia,Republic of Ireland,0,0,UEFA Euro qualification
10/8/2020,Scotland,Israel,0,0,UEFA Euro qualification
10/8/2020,Norway,Serbia,1,2,UEFA Euro qualification
10/8/2020,Georgia,Belarus,1,0,UEFA Euro qualification
10/8/2020,North Macedonia,Kosovo,2,1,UEFA Euro qualification
10/9/2020,Burkina Faso,DR Congo,3,0,Friendly
10/9/2020,Congo,Gambia,0,1,Friendly
10/9/2020,Japan,Cameroon,0,0,Friendly
10/9/2020,Kenya,Zambia,2,1,Friendly
10/9/2020,Mali,Ghana,3,0,Friendly
10/9/2020,Mauritania,Sierra Leone,2,1,Friendly
10/9/2020,Morocco,Senegal,3,1,Friendly
10/9/2020,Nigeria,Algeria,0,1,Friendly
10/9/2020,Tunisia,Sudan,3,0,Friendly
10/9/2020,Colombia,Venezuela,3,0,FIFA World Cup qualification
10/9/2020,Brazil,Bolivia,5,0,FIFA World Cup qualification
10/10/2020,Spain,Switzerland,1,0,UEFA Nations League
10/10/2020,Ukraine,Germany,1,2,UEFA Nations League
10/10/2020,Luxembourg,Cyprus,2,0,UEFA Nations League
10/10/2020,Montenegro,Azerbaijan,2,0,UEFA Nations League
10/10/2020,Faroe Islands,Latvia,1,1,UEFA Nations League
10/10/2020,Andorra,Malta,0,0,UEFA Nations League
10/10/2020,Liechtenstein,Gibraltar,0,1,UEFA Nations League
10/10/2020,Cape Verde,Guinea,1,2,Friendly
10/10/2020,Costa Rica,Panama,0,1,Friendly
10/10/2020,Honduras,Nicaragua,1,1,Friendly
10/10/2020,Niger,Chad,2,0,Friendly
10/11/2020,Bosnia and Herzegovina,Netherlands,0,0,UEFA Nations League
10/11/2020,Poland,Italy,0,0,UEFA Nations League
10/11/2020,England,Belgium,2,1,UEFA Nations League
10/11/2020,Iceland,Denmark,0,3,UEFA Nations League
10/11/2020,Croatia,Sweden,2,1,UEFA Nations League
10/11/2020,France,Portugal,0,0,UEFA Nations League
10/11/2020,Norway,Romania,4,0,UEFA Nations League
10/11/2020,Northern Ireland,Austria,0,1,UEFA Nations League
10/11/2020,Scotland,Slovakia,1,0,UEFA Nations League
10/11/2020,Israel,Czech Republic,1,2,UEFA Nations League
10/11/2020,Serbia,Hungary,0,1,UEFA Nations League
10/11/2020,Russia,Turkey,1,1,UEFA Nations League
10/11/2020,Republic of Ireland,Wales,0,0,UEFA Nations League
10/11/2020,Finland,Bulgaria,2,0,UEFA Nations League
10/11/2020,Armenia,Georgia,2,2,UEFA Nations League
10/11/2020,Estonia,North Macedonia,3,3,UEFA Nations League
10/11/2020,Kosovo,Slovenia,0,1,UEFA Nations League
10/11/2020,Greece,Moldova,2,0,UEFA Nations League
10/11/2020,Kazakhstan,Albania,0,0,UEFA Nations League
10/11/2020,Lithuania,Belarus,2,2,UEFA Nations League
10/11/2020,Gabon,Benin,0,2,Friendly
10/11/2020,Malawi,Zimbabwe,0,0,Friendly
10/11/2020,South Africa,Zambia,1,2,Friendly
10/11/2020,Tanzania,Burundi,0,1,Friendly
10/12/2020,Burkina Faso,Madagascar,2,1,Friendly
10/12/2020,Ghana,Qatar,5,1,Friendly
10/12/2020,Togo,Sudan,1,1,Friendly
10/12/2020,United Arab Emirates,Uzbekistan,1,2,Friendly
10/13/2020,Cameroon,South Sudan,0,0,Friendly
10/13/2020,Germany,Switzerland,3,3,UEFA Nations League
10/13/2020,Ukraine,Spain,1,0,UEFA Nations League
10/13/2020,Azerbaijan,Cyprus,0,0,UEFA Nations League
10/13/2020,Montenegro,Luxembourg,1,2,UEFA Nations League
10/13/2020,Latvia,Malta,0,1,UEFA Nations League
10/13/2020,Faroe Islands,Andorra,2,0,UEFA Nations League
10/13/2020,Liechtenstein,San Marino,0,0,UEFA Nations League
10/13/2020,Costa Rica,Panama,0,1,Friendly
10/13/2020,Japan,Ivory Coast,1,0,Friendly
